player,name,position,playerScore,generations,total,sum_position,sum_playerScore,sum_generations
7,Red Spot Observatory,1.0,98.0,9.0,1,1,98,9
7,Preliminary Darkside,1.0,98.0,9.0,1,1,98,9
7,Rad-chem Factory,1.0,80.0,8.0,1,1,80,8
田,Extremophiles,1.0,93.0,8.0,1,1,93,8
聖涵,Lunar Exports,1.0,90.0,9.0,1,1,90,9
聖涵,Mine,1.0,90.0,9.0,1,1,90,9
7,Protected Valley,1.0,98.0,9.0,1,1,98,9
7,Productive Outpost,1.0,89.0,8.5,2,2,178,17
风风,Rego Plastics,1.0,88.0,7.0,1,1,88,7
龙日天,Ironworks,1.0,75.0,8.0,1,1,75,8
7,Quantum Extractor,1.0,80.0,8.0,1,1,80,8
7,Advertising,1.0,98.0,9.0,1,1,98,9
魏良,Methane From Titan,1.0,100.0,9.0,1,1,100,9
7,Space Port,1.0,80.0,8.0,1,1,80,8
魏良,Terraforming Ganymede,1.0,100.0,9.0,1,1,100,9
魏良,Tectonic Stress Power,1.0,85.0,9.0,1,1,85,9
田,Lunar Exports,1.0,93.0,8.0,1,1,93,8
魏良,Technology Demonstration,1.0,85.0,9.0,1,1,85,9
聖涵,Ice Asteroid,1.0,90.0,9.0,1,1,90,9
魏良,Symbiotic Fungus,1.0,100.0,9.0,1,1,100,9
魏良,Sub-Crust Measurements,1.0,92.5,9.0,2,2,185,18
魏良,Titan Air-scrapping,1.0,85.0,9.0,1,1,85,9
魏良,Stratospheric Birds,1.0,100.0,9.0,1,1,100,9
魏良,Sponsored Academies,1.0,85.0,9.0,1,1,85,9
田,Law Suit,1.0,93.0,8.0,1,1,93,8
魏良,Spin-off Department,1.0,100.0,9.0,1,1,100,9
魏良,Media Archives,1.0,92.5,9.0,2,2,185,18
魏良,Space Port Colony,1.0,85.0,9.0,1,1,85,9
12345,Extremophiles,1.0,140.0,8.0,1,1,140,8
风风,Lunar Mining,1.0,88.0,7.0,1,1,88,7
HAHA,Artificial Photosynthesis,1.0,124.0,8.0,1,1,124,8
珩哥,Decomposers,1.0,83.0,9.0,1,1,83,9
魏良,Mass Converter,1.0,100.0,9.0,1,1,100,9
田,Martian Media Center,1.0,93.0,8.0,1,1,93,8
田,Minority Refuge,1.0,93.0,8.0,1,1,93,8
魏良,Market Manipulation,1.0,85.0,9.0,1,1,85,9
育亮,Atalanta Planitia Lab,1.0,94.0,6.5,2,2,188,13
12345,Gene Repair,1.0,140.0,8.0,1,1,140,8
H,Windmills,1.0,63.0,7.0,1,1,63,7
聖涵,Great Escarpment Consortium,1.0,90.0,9.0,1,1,90,9
12345,Food Factory,1.0,140.0,8.0,1,1,140,8
魏良,Titan Shuttles,1.0,100.0,9.0,1,1,100,9
HAHA,Acquired Company,1.0,124.0,8.0,1,1,124,8
12345,Floating Habs,1.0,140.0,8.0,1,1,140,8
7,Thorium Rush,1.0,98.0,9.0,1,1,98,9
7,Technology Demonstration,1.0,98.0,9.0,1,1,98,9
HAHA,Advanced Ecosystems,1.0,124.0,8.0,1,1,124,8
魏良,Martian Zoo,1.0,80.0,8.0,1,1,80,8
魏良,Trading Colony,1.0,100.0,9.0,1,1,100,9
田,Maxwell Base,1.0,93.0,8.0,1,1,93,8
魏良,Urbanized Area,1.0,100.0,9.0,1,1,100,9
珩哥,Ecological Zone,1.0,83.0,9.0,1,1,83,9
风风,Media Archives,1.0,88.0,7.0,1,1,88,7
HAHA,Atmo Collectors,1.0,124.0,8.0,1,1,124,8
珩哥,Methane From Titan,1.0,69.0,9.0,1,1,69,9
风风,Nitrogen-Rich Asteroid,1.0,88.0,7.0,1,1,88,7
珩哥,Micro-Mills,1.0,69.0,9.0,1,1,69,9
风风,Noctis City,1.0,88.0,7.0,1,1,88,7
珩哥,Mineral Deposit,1.0,83.0,9.0,1,1,83,9
珩哥,Nitrite Reducing Bacteria,1.0,76.0,9.0,2,2,152,18
珩哥,Nitrogen-Rich Asteroid,1.0,83.0,9.0,1,1,83,9
珩哥,Martian Survey,1.0,69.0,9.0,1,1,69,9
珩哥,Pets,1.0,83.0,9.0,1,1,83,9
魏良,Small Animals,1.0,100.0,9.0,1,1,100,9
田,Gene Repair,1.0,93.0,8.0,1,1,93,8
12345,Event Analysts,1.0,140.0,8.0,1,1,140,8
聖涵,Import of Advanced GHG,1.0,90.0,9.0,1,1,90,9
魏良,Sister Planet Support,1.0,100.0,9.0,1,1,100,9
魏良,Self-replicating Robots,1.0,100.0,9.0,1,1,100,9
7,Space Station,1.0,98.0,9.0,1,1,98,9
魏良,Snow Algae,1.0,80.0,8.0,1,1,80,8
HZ,Rim Freighters,1.0,75.0,8.0,1,1,75,8
田,Imported Nitrogen,1.0,93.0,8.0,1,1,93,8
12345,Extractor Balloons,1.0,140.0,8.0,1,1,140,8
HZ,Venusian Plants,1.0,75.0,8.0,1,1,75,8
花飞成语,Spin-Inducing Asteroid,1.0,87.0,6.0,1,1,87,6
风风,Mine,1.0,88.0,7.0,1,1,88,7
珩哥,Energy Tapping,1.0,69.0,9.0,1,1,69,9
珩哥,Equatorial Magnetizer,1.0,69.0,9.0,1,1,69,9
珩哥,GHG Producing Bacteria,1.0,83.0,9.0,1,1,83,9
田,Imported Nutrients,1.0,93.0,8.0,1,1,93,8
珩哥,Gene Repair,1.0,83.0,9.0,1,1,83,9
风风,Mining Rights:ares,1.0,88.0,7.0,1,1,88,7
珩哥,Greenhouses,1.0,69.0,9.0,1,1,69,9
HZ,Standard Technology,1.0,75.0,8.0,1,1,75,8
珩哥,Hired Raiders,1.0,69.0,9.0,1,1,69,9
珩哥,House Printing,1.0,69.0,9.0,1,1,69,9
珩哥,Jovian Embassy,1.0,83.0,9.0,1,1,83,9
珩哥,Kelp Farming,1.0,83.0,9.0,1,1,83,9
珩哥,Livestock,1.0,83.0,9.0,1,1,83,9
珩哥,Lunar Beam,1.0,69.0,9.0,1,1,69,9
7,Nitrophilic Moss,1.0,80.0,8.0,1,1,80,8
聖涵,Peroxide Power,1.0,90.0,9.0,1,1,90,9
7,Miranda Resort,1.0,98.0,9.0,1,1,98,9
田,Comet for Venus,1.0,93.0,8.0,1,1,93,8
飞,Kelp Farming,1.0,96.0,10.0,1,1,96,10
12345,Dawn City,1.0,140.0,8.0,1,1,140,8
飞,Lichen,1.0,96.0,10.0,1,1,96,10
7,Fusion Power,1.0,80.0,8.0,1,1,80,8
魏良,Predators,1.0,80.0,8.0,1,1,80,8
HAHA,Sponsored Academies,1.0,124.0,8.0,1,1,124,8
魏良,Productive Outpost,1.0,80.0,8.0,1,1,80,8
飞,Invention Contest,1.0,96.0,10.0,1,1,96,10
飞,Lightning Harvest,1.0,96.0,10.0,1,1,96,10
HAHA,Solarnet,1.0,124.0,8.0,1,1,124,8
HAHA,Solar Probe,1.0,124.0,8.0,1,1,124,8
飞,Magnetic Field Generators,1.0,96.0,10.0,1,1,96,10
7,Farming,1.0,80.0,8.0,1,1,80,8
萌新Z,Earth Office,1.0,152.0,9.0,1,1,152,9
魏良,Project Inspection,1.0,80.0,8.0,1,1,80,8
萌新Z,Earth Catapult,1.0,152.0,9.0,1,1,152,9
7,Field-Capped City,1.0,80.0,8.0,1,1,80,8
HAHA,Search For Life,1.0,124.0,8.0,1,1,124,8
12345,Crash Site Cleanup,1.0,140.0,8.0,1,1,140,8
飞,Interstellar Colony Ship,1.0,96.0,10.0,1,1,96,10
飞,Immigrant City,1.0,96.0,10.0,1,1,96,10
HAHA,Wave Power,1.0,124.0,8.0,1,1,124,8
飞,Industrial Center,1.0,96.0,10.0,1,1,96,10
7,Gene Repair,1.0,80.0,8.0,1,1,80,8
魏良,Power Supply Consortium,1.0,80.0,8.0,1,1,80,8
萌新Z,Greenhouses,1.0,152.0,9.0,1,1,152,9
魏良,Research Colony,1.0,100.0,9.0,1,1,100,9
花飞成语,Standard Technology,1.0,87.0,6.0,1,1,87,6
龙日天,Import of Advanced GHG,1.0,75.0,8.0,1,1,75,8
HAHA,Venus Magnetizer,1.0,124.0,8.0,1,1,124,8
萌新Z,Gene Repair,1.0,152.0,9.0,1,1,152,9
7,Comet for Venus,1.0,98.0,9.0,1,1,98,9
魏良,Rego Plastics,1.0,80.0,8.0,1,1,80,8
7,Galilean Waystation,1.0,80.0,8.0,1,1,80,8
萌新Z,Fuel Factory,1.0,152.0,9.0,1,1,152,9
萌新Z,Freyja Biodomes,1.0,152.0,9.0,1,1,152,9
HAHA,Venus Waystation,1.0,124.0,8.0,1,1,124,8
飞,Mass Converter,1.0,96.0,10.0,1,1,96,10
HAHA,Rover Construction,1.0,124.0,8.0,1,1,124,8
飞,Mining Rights,1.0,96.0,10.0,1,1,96,10
龙日天,Gene Repair,1.0,75.0,8.0,1,1,75,8
萌新Z,Bio Printing Facility,1.0,152.0,9.0,1,1,152,9
HAHA,Ocean City,1.0,124.0,8.0,1,1,124,8
萌新Z,Big Asteroid,1.0,152.0,9.0,1,1,152,9
HAHA,Neutralizer Factory,1.0,124.0,8.0,1,1,124,8
萌新Z,Artificial Photosynthesis,1.0,152.0,9.0,1,1,152,9
飞,Optimal Aerobraking,1.0,96.0,10.0,1,1,96,10
HAHA,Open City,1.0,124.0,8.0,1,1,124,8
HAHA,Luna Metropolis,1.0,124.0,8.0,1,1,124,8
HAHA,Mine,1.0,124.0,8.0,1,1,124,8
HAHA,Metals Company,1.0,124.0,8.0,1,1,124,8
7,Corroder Suits,1.0,98.0,9.0,1,1,98,9
飞,Phobos Space Haven,1.0,96.0,10.0,1,1,96,10
HAHA,Meat Industry,1.0,124.0,8.0,1,1,124,8
飞,Physics Complex,1.0,96.0,10.0,1,1,96,10
HAHA,Luxury Foods,1.0,124.0,8.0,1,1,124,8
12345,Cutting Edge Technology,1.0,140.0,8.0,1,1,140,8
HAHA,Local Heat Trapping,1.0,124.0,8.0,1,1,124,8
飞,Research,1.0,96.0,10.0,1,1,96,10
12345,Cryo Sleep,1.0,140.0,8.0,1,1,140,8
飞,Natural Preserve,1.0,96.0,10.0,1,1,96,10
飞,Nitrophilic Moss,1.0,96.0,10.0,1,1,96,10
育亮,Acquired Space Agency,1.0,92.0,6.0,1,1,92,6
HAHA,Research,1.0,124.0,8.0,1,1,124,8
萌新Z,Domed Crater,1.0,152.0,9.0,1,1,152,9
HAHA,Rego Plastics,1.0,124.0,8.0,1,1,124,8
魏良,Quantum Communications,1.0,85.0,9.0,1,1,85,9
飞,Nuclear Power,1.0,96.0,10.0,1,1,96,10
HAHA,Rad-chem Factory,1.0,124.0,8.0,1,1,124,8
飞,Open City,1.0,96.0,10.0,1,1,96,10
龙日天,Immigrant City,1.0,75.0,8.0,1,1,75,8
萌新Z,Decomposers,1.0,152.0,9.0,1,1,152,9
魏良,Rad-Suits,1.0,90.0,8.5,2,2,180,17
萌新Z,Cultural Metropolis,1.0,152.0,9.0,1,1,152,9
7,Darkside Mining Syndicate,1.0,98.0,9.0,1,1,98,9
HAHA,Political Alliance,1.0,124.0,8.0,1,1,124,8
HAHA,Physics Complex,1.0,124.0,8.0,1,1,124,8
12345,Earth Elevator,1.0,140.0,8.0,1,1,140,8
7,Titanium Extraction Center,1.0,98.0,9.0,1,1,98,9
飞,Ice Asteroid,1.0,96.0,10.0,1,1,96,10
飞,Hackers,1.0,96.0,10.0,1,1,96,10
HAHA,Energy Market,1.0,124.0,8.0,1,1,124,8
聖涵,Soil Factory,1.0,90.0,9.0,1,1,90,9
田,Algae,1.0,93.0,8.0,1,1,93,8
魏良,Nitrogen from Titan,1.0,85.0,9.0,1,1,85,9
田,Advanced Ecosystems,1.0,93.0,8.0,1,1,93,8
7,Lagrange Observatory,1.0,80.0,8.0,1,1,80,8
魏良,Olympus Conference,1.0,85.0,9.0,1,1,85,9
7,Mare Nectaris Mine,1.0,98.0,9.0,1,1,98,9
7,Bribed Committee,1.0,80.0,8.0,1,1,80,8
7,Kelp Farming,1.0,80.0,8.0,1,1,80,8
田,Advanced Alloys,1.0,93.0,8.0,1,1,93,8
魏良,Omnicourt,1.0,100.0,9.0,1,1,100,9
7,Cloud Seeding,1.0,98.0,9.0,1,1,98,9
7,Investment Loan,1.0,80.0,8.0,1,1,80,8
魏良,Research Outpost,1.0,100.0,9.0,1,1,100,9
12345,Ecological Survey,1.0,140.0,8.0,1,1,140,8
7,CEO's Favorite Project,1.0,80.0,8.0,1,1,80,8
风风,Space Station,1.0,88.0,7.0,1,1,88,7
魏良,Moss,1.0,85.0,9.0,1,1,85,9
7,Media Group,1.0,80.0,8.0,1,1,80,8
风风,Research Colony,1.0,88.0,7.0,1,1,88,7
魏良,Mining Rights,1.0,90.0,8.5,2,2,180,17
7,Mining Rights,1.0,80.0,8.0,1,1,80,8
花飞成语,Virus,1.0,87.0,6.0,1,1,87,6
田,Colonizer Training Camp,1.0,93.0,8.0,1,1,93,8
魏良,Miranda Resort,1.0,85.0,9.0,1,1,85,9
田,Asteroid,1.0,93.0,8.0,1,1,93,8
7,Martian Survey,1.0,98.0,9.0,1,1,98,9
7,Mining Expedition,1.0,98.0,9.0,1,1,98,9
风风,Sister Planet Sponsors,1.0,88.0,7.0,1,1,88,7
聖涵,Rad-chem Factory,1.0,90.0,9.0,1,1,90,9
风风,Solar Cosmic Rays,1.0,88.0,7.0,1,1,88,7
花飞成语,Viral Enhancers,1.0,87.0,6.0,1,1,87,6
花飞成语,Underground City,1.0,87.0,6.0,1,1,87,6
田,Ants,1.0,93.0,8.0,1,1,93,8
聖涵,Rover Construction,1.0,90.0,9.0,1,1,90,9
风风,Shuttles,1.0,88.0,7.0,1,1,88,7
7,Indentured Workers,1.0,80.0,8.0,1,1,80,8
7,Imported Hydrogen,1.0,80.0,8.0,1,1,80,8
魏良,Optimal Aerobraking,1.0,100.0,9.0,1,1,100,9
HAHA,Law Suit,1.0,124.0,8.0,1,1,124,8
飞,Anti-Gravity Technology,1.0,96.0,10.0,1,1,96,10
飞,Asteroid,1.0,96.0,10.0,1,1,96,10
飞,Breathing Filters,1.0,96.0,10.0,1,1,96,10
飞,Bribed Committee,1.0,96.0,10.0,1,1,96,10
飞,Business Network,1.0,96.0,10.0,1,1,96,10
聖涵,Tectonic Stress Power,1.0,90.0,9.0,1,1,90,9
飞,Advanced Alloys,1.0,96.0,10.0,1,1,96,10
聖涵,Urbanized Area,1.0,90.0,9.0,1,1,90,9
7,Giant Solar Shade,1.0,98.0,9.0,1,1,98,9
魏良,Potatoes,1.0,85.0,9.0,1,1,85,9
飞,Deimos Down,1.0,96.0,10.0,1,1,96,10
飞,Earth Catapult,1.0,96.0,10.0,1,1,96,10
飞,Equatorial Magnetizer,1.0,96.0,10.0,1,1,96,10
飞,Fueled Generators,1.0,96.0,10.0,1,1,96,10
飞,Fusion Power,1.0,96.0,10.0,1,1,96,10
飞,Commercial District,1.0,96.0,10.0,1,1,96,10
飞,AI Central,1.0,96.0,10.0,1,1,96,10
风风,Warp Drive,1.0,88.0,7.0,1,1,88,7
飞,Shuttles,1.0,96.0,10.0,1,1,96,10
聖涵,Solar Wind Power,1.0,90.0,9.0,1,1,90,9
HAHA,Galilean Waystation,1.0,124.0,8.0,1,1,124,8
HAHA,Grass,1.0,124.0,8.0,1,1,124,8
HAHA,Great Escarpment Consortium,1.0,124.0,8.0,1,1,124,8
聖涵,Standard Technology,1.0,90.0,9.0,1,1,90,9
7,House Printing,1.0,80.0,8.0,1,1,80,8
飞,Zeppelins,1.0,96.0,10.0,1,1,96,10
飞,Urbanized Area,1.0,96.0,10.0,1,1,96,10
飞,Tectonic Stress Power,1.0,96.0,10.0,1,1,96,10
聖涵,Steelworks,1.0,90.0,9.0,1,1,90,9
花飞成语,Strip Mine,1.0,87.0,6.0,1,1,87,6
飞,Solar Wind Power,1.0,96.0,10.0,1,1,96,10
风风,Technology Demonstration,1.0,88.0,7.0,1,1,88,7
风风,Titan Shuttles,1.0,88.0,7.0,1,1,88,7
HAHA,Jovian Expedition,1.0,124.0,8.0,1,1,124,8
7,Herbivores,1.0,80.0,8.0,1,1,80,8
7,HE3 Fusion Plant,1.0,98.0,9.0,1,1,98,9
7,Geodesic Tents,1.0,98.0,9.0,1,1,98,9
CL,Law Suit,1.0,94.0,9.0,1,1,94,9
田,Nuclear Zone:ares,1.0,93.0,8.0,1,1,93,8
茶茶,Beam From A Thorium Asteroid,1.0,82.0,10.0,1,1,82,10
神,Dust Seals,1.0,77.0,8.5,2,2,154,17
神,Domed Crater,1.0,77.0,8.5,2,2,154,17
12345,Open City,1.0,140.0,8.0,1,1,140,8
神,Designed Micro-organisms,1.0,74.0,8.0,1,1,74,8
H,Giant Solar Shade,1.0,73.0,7.0,1,1,73,7
12345,Omnicourt,1.0,140.0,8.0,1,1,140,8
神,Deep Well Heating,1.0,74.0,8.0,1,1,74,8
神,Earth Office,1.0,100.0,10.0,1,1,100,10
神,Decomposers,1.0,100.0,10.0,1,1,100,10
育亮,Impactor Swarm,1.0,94.0,6.5,2,2,188,13
育亮,Ice Moon Colony,1.0,96.0,7.0,1,1,96,7
H,Hydrothermal Vent Archaea,1.0,63.0,7.0,1,1,63,7
育亮,House Printing,1.0,110.0,7.0,1,1,110,7
神,Bushes,1.0,80.0,9.0,1,1,80,9
H,Interplanetary Colony Ship,1.0,68.0,7.0,2,2,136,14
神,Building Industries,1.0,80.0,9.0,1,1,80,9
神,Commercial District,1.0,80.0,9.0,1,1,80,9
魏良,Imported Hydrogen,1.0,100.0,9.0,1,1,100,9
神,Ecological Zone,1.0,100.0,10.0,1,1,100,10
神,Electro Catapult,1.0,100.0,10.0,1,1,100,10
H,Convoy From Europa,1.0,73.0,7.0,1,1,73,7
H,Corona Extractor,1.0,63.0,7.0,1,1,63,7
H,Cryo Sleep,1.0,73.0,7.0,1,1,73,7
H,Cupola City,1.0,63.0,7.0,1,1,63,7
12345,PR Office,1.0,140.0,8.0,1,1,140,8
神,Forced Precipitation,1.0,100.0,10.0,1,1,100,10
神,Food Factory,1.0,74.0,8.0,1,1,74,8
77,Lunar Beam,1.0,92.0,8.0,1,1,92,8
H,Decomposers,1.0,73.0,7.0,1,1,73,7
神,Extremophiles,1.0,100.0,10.0,1,1,100,10
聖涵,Algae,1.0,90.0,9.0,1,1,90,9
H,Earth Catapult,1.0,73.0,7.0,1,1,73,7
12345,Orbital Reflectors,1.0,140.0,8.0,1,1,140,8
育亮,Interplanetary Colony Ship,1.0,86.0,6.0,2,2,172,12
12345,Optimal Aerobraking,1.0,140.0,8.0,1,1,140,8
神,Eos Chasma National Park,1.0,100.0,10.0,1,1,100,10
H,Deep Well Heating,1.0,73.0,7.0,1,1,73,7
12345,Permafrost Extraction,1.0,140.0,8.0,1,1,140,8
77,Livestock,1.0,92.0,8.0,1,1,92,8
魏良,Imported Nutrients,1.0,100.0,9.0,1,1,100,9
12345,Ocean City,1.0,140.0,8.0,1,1,140,8
77,Great Dam:promo,1.0,92.0,8.0,1,1,92,8
茶茶,Big Asteroid,1.0,82.0,10.0,1,1,82,10
王海涛,Interplanetary Trade,1.0,88.0,7.0,1,1,88,7
王海涛,Io Mining Industries,1.0,88.0,7.0,1,1,88,7
王海涛,Jovian Lanterns,1.0,88.0,7.0,1,1,88,7
魏良,Io Sulphur Research,1.0,100.0,9.0,1,1,100,9
王海涛,Imported Nitrogen,1.0,88.0,7.0,1,1,88,7
聖涵,Arctic Algae,1.0,90.0,9.0,1,1,90,9
JR,Nuclear Power,1.0,105.0,10.0,1,1,105,10
王海涛,Luxury Foods,1.0,88.0,7.0,1,1,88,7
王海涛,Market Manipulation,1.0,88.0,7.0,1,1,88,7
王海涛,Maxwell Base,1.0,88.0,7.0,1,1,88,7
JR,Mining Colony,1.0,105.0,10.0,1,1,105,10
JR,Methane From Titan,1.0,105.0,10.0,1,1,105,10
王海涛,Media Archives,1.0,88.0,7.0,1,1,88,7
王海涛,Lunar Exports,1.0,88.0,7.0,1,1,88,7
77,Ishtar Mining,1.0,92.0,8.0,1,1,92,8
王海涛,Import of Advanced GHG,1.0,88.0,7.0,1,1,88,7
JR,Space Elevator,1.0,105.0,10.0,1,1,105,10
77,Industrial Microbes,1.0,92.0,8.0,1,1,92,8
77,Imported Nitrogen,1.0,92.0,8.0,1,1,92,8
12345,Olympus Conference,1.0,140.0,8.0,1,1,140,8
魏良,Invention Contest,1.0,100.0,9.0,1,1,100,9
魏良,Inventors Guild,1.0,85.0,9.0,1,1,85,9
JR,Windmills,1.0,105.0,10.0,1,1,105,10
王海涛,Earth Catapult,1.0,88.0,7.0,1,1,88,7
JR,Solar Probe,1.0,105.0,10.0,1,1,105,10
77,Herbivores,1.0,92.0,8.0,1,1,92,8
王海涛,Energy Tapping,1.0,88.0,7.0,1,1,88,7
JR,Toll Station,1.0,105.0,10.0,1,1,105,10
JR,Terraforming Contract,1.0,105.0,10.0,1,1,105,10
王海涛,Floater Technology,1.0,88.0,7.0,1,1,88,7
王海涛,Ganymede Colony,1.0,88.0,7.0,1,1,88,7
王海涛,Giant Solar Shade,1.0,88.0,7.0,1,1,88,7
王海涛,Hydrothermal Vent Archaea,1.0,88.0,7.0,1,1,88,7
王海涛,Ecological Zone:ares,1.0,88.0,7.0,1,1,88,7
H,Conscription,1.0,63.0,7.0,1,1,63,7
育亮,Investment Loan,1.0,92.5,6.5,2,2,185,13
神,GHG Producing Bacteria,1.0,80.0,9.0,1,1,80,9
77,Productive Outpost,1.0,92.0,8.0,1,1,92,8
魏良,Fueled Generators,1.0,80.0,8.0,1,1,80,8
魏良,Ganymede Colony,1.0,100.0,9.0,1,1,100,9
魏良,Gene Repair,1.0,82.5,8.5,2,2,165,17
耗子,Titan Shuttles,1.0,97.0,9.0,1,1,97,9
耗子,Venus Waystation,1.0,97.0,9.0,1,1,97,9
魏良,Great Dam:promo,1.0,100.0,9.0,1,1,100,9
12345,Protected Habitats,1.0,140.0,8.0,1,1,140,8
Joe,Optimal Aerobraking,1.0,107.0,9.0,1,1,107,9
耗子,Vesta Shipyard,1.0,97.0,9.0,1,1,97,9
12345,Predators,1.0,140.0,8.0,1,1,140,8
Joe,Neutralizer Factory,1.0,107.0,9.0,1,1,107,9
Joe,Minority Refuge,1.0,107.0,9.0,1,1,107,9
Joe,Mine,1.0,107.0,9.0,1,1,107,9
77,Omnicourt,1.0,92.0,8.0,1,1,92,8
Joe,Magnetic Shield,1.0,107.0,9.0,1,1,107,9
Joe,Noctis Farming,1.0,107.0,9.0,1,1,107,9
Joe,Magnetic Field Generators:promo,1.0,107.0,9.0,1,1,107,9
耗子,Titan Air-scrapping,1.0,97.0,9.0,1,1,97,9
77,Protected Valley,1.0,92.0,8.0,1,1,92,8
4,Sponsors,1.0,104.0,10.0,1,1,104,10
耗子,Terraforming Ganymede,1.0,97.0,9.0,1,1,97,9
77,Research Outpost,1.0,92.0,8.0,1,1,92,8
神,Imported Nitrogen,1.0,80.0,9.0,1,1,80,9
12345,Rover Construction,1.0,140.0,8.0,1,1,140,8
4,Urbanized Area,1.0,104.0,10.0,1,1,104,10
魏良,Floating Habs,1.0,85.0,9.0,1,1,85,9
12345,Red Spot Observatory,1.0,140.0,8.0,1,1,140,8
4,Zeppelins,1.0,104.0,10.0,1,1,104,10
12345,Research Outpost,1.0,140.0,8.0,1,1,140,8
育亮,Law Suit,1.0,75.0,6.0,1,1,75,6
77,Rego Plastics,1.0,92.0,8.0,1,1,92,8
12345,Regolith Eaters,1.0,140.0,8.0,1,1,140,8
育亮,Lava Flows:ares,1.0,96.0,7.0,1,1,96,7
育亮,Large Ecological Reserve,1.0,75.0,6.0,1,1,75,6
魏良,Food Factory,1.0,80.0,8.0,1,1,80,8
Joe,Research,1.0,107.0,9.0,1,1,107,9
魏良,Greenhouses,1.0,80.0,8.0,1,1,80,8
Joe,Insulation,1.0,107.0,9.0,1,1,107,9
77,Mohole Lake,1.0,92.0,8.0,1,1,92,8
H,Advanced Alloys,1.0,73.0,7.0,1,1,73,7
12345,Phobos Space Haven,1.0,140.0,8.0,1,1,140,8
神,Herbivores,1.0,100.0,10.0,1,1,100,10
H,Ansible,1.0,63.0,7.0,1,1,63,7
神,Heather,1.0,80.0,9.0,1,1,80,9
H,Atalanta Planitia Lab,1.0,63.0,7.0,1,1,63,7
H,Atmo Collectors,1.0,73.0,7.0,1,1,73,7
12345,Pioneer Settlement,1.0,140.0,8.0,1,1,140,8
神,Gyropolis,1.0,100.0,10.0,1,1,100,10
H,Birds,1.0,63.0,7.0,1,1,63,7
H,Black Polar Dust,1.0,73.0,7.0,1,1,73,7
耗子,Warp Drive,1.0,97.0,9.0,1,1,97,9
耗子,Wave Power,1.0,97.0,9.0,1,1,97,9
神,Giant Ice Asteroid,1.0,74.0,8.0,1,1,74,8
神,Gene Repair,1.0,100.0,10.0,1,1,100,10
育亮,Io Sulphur Research,1.0,89.5,6.0,2,2,179,12
神,Great Escarpment Consortium,1.0,100.0,10.0,1,1,100,10
神,Imported GHG,1.0,80.0,9.0,1,1,80,9
王海涛,Diaspora Movement,1.0,88.0,7.0,1,1,88,7
王海涛,Cutting Edge Technology,1.0,88.0,7.0,1,1,88,7
Joe,Imported Hydrogen,1.0,107.0,9.0,1,1,107,9
Joe,Imported GHG,1.0,107.0,9.0,1,1,107,9
Joe,Great Dam:promo,1.0,107.0,9.0,1,1,107,9
Joe,Ganymede Colony,1.0,107.0,9.0,1,1,107,9
Joe,Galilean Waystation,1.0,107.0,9.0,1,1,107,9
Joe,Fusion Power,1.0,107.0,9.0,1,1,107,9
77,Miranda Resort,1.0,92.0,8.0,1,1,92,8
Joe,Commercial District,1.0,107.0,9.0,1,1,107,9
Joe,Cloud Seeding,1.0,107.0,9.0,1,1,107,9
Joe,Business Contacts,1.0,107.0,9.0,1,1,107,9
Joe,Beam From A Thorium Asteroid,1.0,107.0,9.0,1,1,107,9
Joe,Atmoscoop,1.0,107.0,9.0,1,1,107,9
Joe,Asteroid Mining,1.0,107.0,9.0,1,1,107,9
Joe,Asteroid Deflection System,1.0,107.0,9.0,1,1,107,9
77,Minority Refuge,1.0,92.0,8.0,1,1,92,8
Joe,Algae,1.0,107.0,9.0,1,1,107,9
Joe,Air Raid,1.0,107.0,9.0,1,1,107,9
王海涛,Methane From Titan,1.0,88.0,7.0,1,1,88,7
王海涛,Mineral Deposit,1.0,88.0,7.0,1,1,88,7
12345,Nitrogen from Titan,1.0,140.0,8.0,1,1,140,8
王海涛,Nitrogen from Titan,1.0,88.0,7.0,1,1,88,7
珩,Optimal Aerobraking,1.0,86.0,8.0,1,1,86,8
珩,Rad-chem Factory,1.0,86.0,8.0,1,1,86,8
风风,Asteroid Rights,1.0,88.0,7.0,1,1,88,7
珩,Shuttles,1.0,86.0,8.0,1,1,86,8
珩,Vesta Shipyard,1.0,86.0,8.0,1,1,86,8
风风,Bactoviral Research,1.0,88.0,7.0,1,1,88,7
田,Water Import From Europa,1.0,93.0,8.0,1,1,93,8
风风,Algae,1.0,88.0,7.0,1,1,88,7
风风,Biomass Combustors,1.0,88.0,7.0,1,1,88,7
风风,Business Contacts,1.0,88.0,7.0,1,1,88,7
风风,Callisto Penal Mines,1.0,88.0,7.0,1,1,88,7
风风,Dirigibles,1.0,88.0,7.0,1,1,88,7
育亮,Convoy From Europa,1.0,69.0,5.0,1,1,69,5
风风,Earth Office,1.0,88.0,7.0,1,1,88,7
珩,Zeppelins,1.0,86.0,8.0,1,1,86,8
育亮,Conscription,1.0,110.0,7.0,1,1,110,7
12345,Hydrogen to Venus,1.0,140.0,8.0,1,1,140,8
珩哥,Acquired Company,1.0,69.0,9.0,1,1,69,9
珩,Nitrite Reducing Bacteria,1.0,86.0,8.0,1,1,86,8
风风,Air Raid,1.0,88.0,7.0,1,1,88,7
珩,Asteroid,1.0,86.0,8.0,1,1,86,8
珩,Asteroid Mining,1.0,86.0,8.0,1,1,86,8
