index,game_id,player,players,generations,createtime,playerScore,position,count,corporation,corporation2,cn,cn_2,breakthrough,aresExtension,erosCardsOption,doubleCorp,pathfindersExpansion,moonExpansion,id,name,resourceCount,players_terraformRating,rn,title,reason
,g6e440e4d7b2f,二狗,2,11,2021-06-15 02:06:27,214,1,1,Cheung Shing MARS,Factorum (breakthrough),铁牌-2,电产抽铁牌(突破),True,True,False,True,,False,g6e440e4d7b2f,Ecological Survey,,59.0,5.0,驯兽大师,打出动物核心组件 (5/4)
,ga047239c6a4b,z,2,12,2021-06-16 21:12:54,198,1,1,Curiosity II,,版图抽牌,,True,True,True,False,,False,ga047239c6a4b,Ecological Zone:ares,10.0,54.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,gc9e7956de203,暗翼,2,12,2021-07-01 16:34:38,321,1,1,Terralabs Research (breakthrough),Valley Trust (breakthrough),买牌1块(突破),前序公司(突破),True,False,False,True,,False,gc9e7956de203,GMO Contract,,72.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,gd5657dd27182,米饭,2,10,2021-07-02 14:21:36,132,1,1,Inventrix (breakthrough),Factorum (breakthrough),科技适应(突破),电产抽铁牌(突破),True,True,False,True,,False,gd5657dd27182,Ecological Survey,,45.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,ge84d4cf4cdd9,小企鹅,2,21,2021-07-09 19:33:59,736,1,1,Saturn Systems,Trade Navigator,木星公司,霞之白嫖,True,True,True,True,,True,ge84d4cf4cdd9,Ecological Survey,,141.0,5.0,驯兽大师,打出动物核心组件 (5/4)
,g76d3b2d3d260,吴睿杰,2,18,2021-07-10 13:46:18,588,1,1,Tharsis_republic (breakthrough),Trade Navigator,城公司(突破),霞之白嫖,True,True,True,True,,True,g76d3b2d3d260,Ocean Sanctuary,8.0,152.0,8.0,驯兽大师,打出动物核心组件 (8/4)
,g5701c22a8b33,鹏,2,12,2021-07-14 21:14:17,208,1,1,Point Luna,Mining guild (breakthrough),点月,矿业(突破),True,False,False,True,,False,g5701c22a8b33,Ecological Zone,10.0,45.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g3f2ea7a9249d,黄鸡,2,10,2021-07-16 14:32:44,173,1,1,Vitor,Pobolog (breakthrough),分牌回3,钛公司(未突破),True,True,True,True,,False,g3f2ea7a9249d,Ecological Zone:ares,10.0,54.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g60eef84dd1f6,鹏鹏,2,12,2021-07-20 02:04:29,346,1,1,Point Luna,Terralabs Research (breakthrough),点月,买牌1块(突破),True,False,False,True,,False,g60eef84dd1f6,Viral Enhancers,,64.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g6a863ddeb8cb,钝钝,2,10,2021-07-26 00:19:58,205,1,1,Saturn Systems,Valley Trust (breakthrough),木星公司,前序公司(突破),True,True,True,True,,False,g6a863ddeb8cb,Ocean Sanctuary,2.0,60.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,gd6419740eaca,李,2,11,2021-11-11 23:09:55,295,1,1,Pobolog (breakthrough),Celestic (breakthrough),钛公司(未突破),云公司(突破),True,True,True,True,,False,gd6419740eaca,GMO Contract,,71.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g6ba927c1f9f0,black,2,11,2021-11-20 19:37:06,186,1,1,Celestic (breakthrough),MorningStar Inc (breakthrough),云公司(突破),金星公司(突破),True,True,False,True,,False,g6ba927c1f9f0,Ecological Zone:ares,6.0,69.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g761e7cea1bb3,Makise,2,10,2021-12-05 15:48:24,274,1,1,Trade Navigator,Incite Ender,霞之白嫖, ee公司,True,True,True,True,,False,g761e7cea1bb3,GMO Contract,,82.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,gb6039067f1ba,工具人,2,19,2021-12-12 22:57:32,418,1,1,Chaos,Interplanetary Cinematics (breakthrough), Chaos,事件(突破),True,True,True,True,,True,gb6039067f1ba,Meat Industry,,128.0,6.0,驯兽大师,打出动物核心组件 (6/4)
,g3966a8bb0139,小z,2,10,2022-01-05 19:39:17,154,1,1,Junk Ventures,Astrodrill,垃圾回收,天体钻井,True,True,True,True,,False,g3966a8bb0139,Ecological Survey,,55.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g7b0e594f8dcf,sudi,2,12,2022-01-10 22:20:05,127,1,1,Valley Trust,,前序公司(未突破),,False,True,False,False,,False,g7b0e594f8dcf,Ocean Sanctuary,19.0,48.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,gdbe821897812,tuzi,2,20,2022-01-26 22:34:54,1000,1,1,Inventrix (breakthrough),Trade Navigator,科技适应(突破),霞之白嫖,True,True,True,True,True,True,gdbe821897812,GMO Contract,0.0,154.0,6.0,驯兽大师,打出动物核心组件 (6/4)
,g2bec810532a6,阿尔,2,9,2022-01-29 17:47:37,141,1,1,MorningStar Inc (breakthrough),Trade Navigator,金星公司(突破),霞之白嫖,True,True,True,True,True,False,g2bec810532a6,Ecological Zone:ares,10.0,36.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g26fd1b3d830c,大佬z,2,8,2022-03-08 01:18:33,109,1,1,Valley Trust (breakthrough),Vitor,前序公司(突破),分牌回3,True,True,True,True,False,False,g26fd1b3d830c,Ocean Sanctuary,15.0,32.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,ge3f986ff81b9,APTX4869,2,9,2021-06-19 11:24:09,115,2,1,Pharmacy Union,Thorgate (breakthrough),制药联盟,电公司(突破),True,True,False,True,,False,ge3f986ff81b9,Ecological Zone:ares,5.0,38.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g9a48781ebdab,dd,2,10,2021-07-14 02:17:52,237,2,1,Vitor,Philares,分牌回3,贴贴公司,True,True,True,True,,False,g9a48781ebdab,Viral Enhancers,,67.0,4.0,驯兽大师,打出动物核心组件 (4/4)
,g6b45881068f1,Maya,2,12,2021-11-11 17:32:17,187,2,1,Valley Trust (breakthrough),Junk Ventures,前序公司(突破),垃圾回收,True,True,True,True,,False,g6b45881068f1,Ecological Zone:ares,12.0,36.0,5.0,驯兽大师,打出动物核心组件 (5/4)
,g6730beb64a5c,囧囧,4,7,2021-06-15 15:34:02,98,1,1,Aristarchus,Terralabs Research (breakthrough),10钱产,买牌1块(突破),True,True,True,True,,False,g6730beb64a5c,Terraforming Ganymede,,34.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g337c1c9bc032,🐴 r,4,10,2021-06-19 15:42:29,158,1,1,Manutech,Teractor (breakthrough),产能公司,地球公司(突破),True,False,True,True,,True,g337c1c9bc032,Terraforming Ganymede,,52.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g84b329a1c01c,囧囧打人,4,8,2021-06-22 15:55:23,150,1,1,Incite Ender,Brotherhood of Mutants, ee公司,兄弟会,True,True,True,True,,False,g84b329a1c01c,Terraforming Ganymede,,48.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g5bc90dc7ec74,杨氏参团,4,11,2021-06-24 19:09:26,100,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g5bc90dc7ec74,Water Import From Europa,,33.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g9360bbf927cf,乐,4,8,2021-06-28 01:47:26,109,1,1,Point Luna,Valley Trust (breakthrough),点月,前序公司(突破),True,False,False,True,,False,g9360bbf927cf,Terraforming Ganymede,,31.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g420df32efb5a,cy,4,8,2021-06-29 01:20:43,109,1,1,PhoboLog,Saturn Systems,钛公司(未突破),木星公司,False,False,False,True,,False,g420df32efb5a,Ganymede Colony,,53.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g86973691d6b1,朱仔,4,8,2021-07-11 12:12:43,121,1,1,Manutech,Trade Navigator,产能公司,霞之白嫖,True,True,True,True,,False,g86973691d6b1,Terraforming Ganymede,,45.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g18f3119341e2,Ry,4,9,2021-07-12 18:34:58,129,1,1,Pobolog (breakthrough),StormCraft Incorporated (breakthrough),钛公司(未突破),木星云公司(突破),True,False,True,True,,False,g18f3119341e2,Ganymede Colony,,32.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gc348407e1f3d,张,4,9,2021-07-16 00:56:31,113,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,,False,gc348407e1f3d,Terraforming Ganymede,,51.0,4.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gc685d434c283,hz,4,11,2021-07-21 00:36:09,133,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,,False,gc685d434c283,Terraforming Ganymede,,42.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g21d28dd0f492,萌新z,4,5,2021-07-21 19:23:24,81,1,1,Id Front,Brotherhood of Mutants,前线基地,兄弟会,True,True,True,True,,False,g21d28dd0f492,Terraforming Ganymede,,32.0,3.0,宙斯再临,在5时代内同时打出所有全卡木星计分 (4/4)
,g39e8ab77fab3,源,4,8,2021-07-31 17:07:53,112,1,1,StormCraft Incorporated (breakthrough),Poseidon,木星云公司(突破),殖民公司,True,False,False,True,,False,g39e8ab77fab3,Terraforming Ganymede,,30.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g27e66451b4b8,ace,4,8,2021-11-01 19:19:37,142,1,1,Point Luna,Teractor (breakthrough),点月,地球公司(突破),True,True,True,True,,False,g27e66451b4b8,Terraforming Ganymede,,48.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gb90885326844,乙木,4,9,2021-11-01 23:29:09,120,1,1,Philares,,贴贴公司,,True,False,False,False,,False,gb90885326844,Terraforming Ganymede,,48.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gbb905cd91dba,陈,4,8,2021-11-01 23:37:25,140,1,1,Brotherhood of Mutants,Incite Ender,兄弟会, ee公司,True,True,True,True,,False,gbb905cd91dba,Terraforming Ganymede,,35.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gdae65d6da33b,pokerzzz,4,10,2021-11-02 04:30:01,118,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,gdae65d6da33b,Ganymede Colony,,38.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gd1d5d98a4e28,很爛的照維,4,9,2021-11-04 01:21:55,86,1,1,Point Luna,,点月,,False,False,False,False,,False,gd1d5d98a4e28,Io Mining Industries,,35.0,4.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gefd9f0920950,steamriki,4,11,2021-11-12 21:23:51,133,1,1,Manutech,,产能公司,,False,False,False,False,,False,gefd9f0920950,Terraforming Ganymede,,35.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gbd1e41c60dfa,钝钝,4,7,2021-11-18 22:32:21,101,1,1,Aristarchus,Pobolog (breakthrough),10钱产,钛公司(未突破),True,True,True,True,,False,gbd1e41c60dfa,Terraforming Ganymede,,41.0,4.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g6d1c6c277c0c,unicorn,4,8,2021-11-26 21:14:36,102,1,1,Interplanetary Cinematics (breakthrough),Poseidon,事件(突破),殖民公司,True,True,True,True,,False,g6d1c6c277c0c,Ganymede Colony,,42.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gb7bfc296befe,愤怒的小面包,4,12,2021-11-27 00:09:01,113,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,gb7bfc296befe,Terraforming Ganymede,,38.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g24446d29f231,95598,4,9,2021-12-04 00:19:02,105,1,1,Inventrix (breakthrough),,科技适应(突破),,True,False,False,False,,False,g24446d29f231,Io Mining Industries,,31.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g9e2b038a1d07,OWEN,4,9,2021-12-06 22:07:09,92,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g9e2b038a1d07,Terraforming Ganymede,,40.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,ge6f4eb35ba02,xixo,4,10,2021-12-14 23:27:56,113,1,1,Valley Trust (breakthrough),,前序公司(突破),,True,False,False,False,,False,ge6f4eb35ba02,Terraforming Ganymede,,47.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g224cbf7755f7,vd,4,9,2021-12-20 20:38:43,80,1,1,Vitor,,分牌回3,,False,False,False,False,,False,g224cbf7755f7,Water Import From Europa,,45.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,ga1eb81771c1c,owen,4,9,2021-12-28 12:42:09,102,1,1,CrediCor,,57公司,,False,False,False,False,,False,ga1eb81771c1c,Terraforming Ganymede,,43.0,4.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g936c0455b39a,老王,4,9,2022-01-08 02:16:00,101,1,1,Poseidon,,殖民公司,,True,True,False,False,,False,g936c0455b39a,Terraforming Ganymede,,35.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g83425f973840,ixa,4,11,2022-01-11 19:08:02,143,1,1,Celestic,,云公司(未突破),,False,False,False,False,,False,g83425f973840,Terraforming Ganymede,,36.0,4.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,ge99ef3e8bb98,四季,4,9,2022-01-12 17:46:08,121,1,1,Crescent Research Association,Luna First Incorporated,月球计分公司,月球钱产,True,True,True,True,,True,ge99ef3e8bb98,Terraforming Ganymede,,49.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g6dd024cd5e0a,晓黑,4,8,2022-01-17 15:36:04,100,1,1,Point Luna,Mons Insurance,点月,保险,True,True,True,True,,False,g6dd024cd5e0a,Terraforming Ganymede,,34.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gbd23e6bb4acf,东,4,9,2022-01-24 18:12:57,104,1,1,Saturn Systems,Pobolog (breakthrough),木星公司,钛公司(未突破),True,False,True,True,False,False,gbd23e6bb4acf,Ganymede Colony,0.0,33.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gc4146c3d9dd5,星祭,4,9,2022-01-24 22:51:28,99,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,False,False,gc4146c3d9dd5,Ganymede Colony,0.0,45.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g73bc22857cd8,Quill,4,9,2022-01-25 20:31:45,95,1,1,Teractor (breakthrough),,地球公司(突破),,True,True,False,False,False,False,g73bc22857cd8,Terraforming Ganymede,0.0,39.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g3f6ffc523f16,王老师,4,10,2022-01-26 22:51:36,98,1,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,g3f6ffc523f16,Terraforming Ganymede,0.0,39.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g4ff4f73bd96d,JR,4,9,2022-01-28 09:44:27,98,1,1,Point Luna,,点月,,False,False,False,False,False,False,g4ff4f73bd96d,Terraforming Ganymede,0.0,40.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gc2b4dd48824f,Red,4,8,2022-01-29 20:48:52,89,1,1,Helion (breakthrough),CrediCor,热公司(突破),57公司,True,False,False,True,False,False,gc2b4dd48824f,Terraforming Ganymede,0.0,43.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g86a1aeae7acb,我妻善逸,4,10,2022-01-30 12:15:48,108,1,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,g86a1aeae7acb,Terraforming Ganymede,0.0,43.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gefee8b1b5a00,zk2910889,4,8,2022-01-30 23:55:39,116,1,1,Pobolog (breakthrough),Saturn Systems,钛公司(未突破),木星公司,True,True,True,True,False,False,gefee8b1b5a00,Terraforming Ganymede,0.0,33.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g2b0b8a41ab0a,ddxy,4,7,2022-02-06 01:05:49,143,1,1,Factorum (breakthrough),Lakefront Resorts,电产抽铁牌(突破),海公司,True,True,True,True,True,False,g2b0b8a41ab0a,Ganymede Colony,0.0,39.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,gc62d80a84d7e,小王,4,11,2022-02-07 18:24:02,170,1,1,Valley Trust,,前序公司(未突破),,False,False,False,False,False,False,gc62d80a84d7e,Water Import From Europa,0.0,46.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gd881f3e6dee0,raaay,4,9,2022-02-10 17:25:53,117,1,1,MorningStar Inc (breakthrough),,金星公司(突破),,True,False,False,False,False,False,gd881f3e6dee0,Terraforming Ganymede,0.0,46.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gb0ed1216ab05,dancer,4,6,2022-02-10 18:55:32,111,1,1,Manutech,Point Luna,产能公司,点月,True,True,True,True,True,False,gb0ed1216ab05,Terraforming Ganymede,0.0,32.0,3.0,宙斯再临,在6时代内同时打出所有全卡木星计分 (4/4)
,g4bf2124ef643,philasour,4,11,2022-02-11 23:19:31,128,1,1,Cheung Shing MARS,,铁牌-2,,False,False,False,False,False,False,g4bf2124ef643,Terraforming Ganymede,0.0,51.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,ge694cfa88390,文远,4,9,2022-02-12 12:58:16,89,1,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,ge694cfa88390,Terraforming Ganymede,0.0,47.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g42f66090c93d,派蒙,4,9,2022-02-13 00:12:59,181,1,1,Poseidon,,殖民公司,,True,False,False,False,False,False,g42f66090c93d,Ganymede Colony,0.0,26.0,4.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g9be1793c6115,Purple,4,11,2022-02-16 17:39:44,121,1,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,g9be1793c6115,Terraforming Ganymede,0.0,48.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g6dc33be181d1,qinjiu,4,8,2022-02-24 23:32:42,92,1,1,Pobolog (breakthrough),,钛公司(未突破),,True,False,False,False,False,False,g6dc33be181d1,Ganymede Colony,0.0,48.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,ge875357fe78b,阿尔,4,7,2022-03-04 01:49:20,138,1,1,Inventrix (breakthrough),MorningStar Inc (breakthrough),科技适应(突破),金星公司(突破),True,True,True,True,True,False,ge875357fe78b,Terraforming Ganymede,0.0,50.0,4.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g71ced2f876fe,伍,4,9,2022-03-05 22:04:47,90,1,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,g71ced2f876fe,Ganymede Colony,0.0,33.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,ga3c1912ed8cc,00,4,7,2021-06-15 19:33:39,90,2,1,Terralabs Research (breakthrough),Thorgate (breakthrough),买牌1块(突破),电公司(突破),True,True,True,True,,False,ga3c1912ed8cc,Terraforming Ganymede,,29.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,ga33b26aeb3f3,无语,4,7,2021-06-17 21:41:47,85,2,1,Point Luna,MorningStar Inc (breakthrough),点月,金星公司(突破),True,True,True,True,,False,ga33b26aeb3f3,Terraforming Ganymede,,31.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g86d6e1a5445b,Boxness,4,10,2021-06-21 22:45:00,94,2,1,Teractor,,地球公司(未突破),,False,False,False,False,,False,g86d6e1a5445b,Water Import From Europa,,38.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gbc17e94da0c1,Daft,4,10,2021-07-15 22:11:58,92,2,1,Teractor,,地球公司(未突破),,False,False,False,False,,False,gbc17e94da0c1,Ganymede Colony,,30.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gb6963f5eb347,dd,4,8,2021-07-30 18:19:34,115,2,1,Pharmacy Union,Inventrix (breakthrough),制药联盟,科技适应(突破),True,True,True,True,,False,gb6963f5eb347,Terraforming Ganymede,,44.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gfe7b84dd8814,Blue,4,12,2021-11-11 01:48:58,77,2,1,CrediCor,,57公司,,False,False,False,False,,False,gfe7b84dd8814,Terraforming Ganymede,,32.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g91912ce8bf20,星蚀陈,4,9,2021-11-12 18:17:58,92,2,1,Valley Trust,Helion,前序公司(未突破),热公司,False,False,False,True,,False,g91912ce8bf20,Terraforming Ganymede,,36.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gf4fab041b58d,深白,4,9,2021-12-17 14:42:24,106,2,1,Teractor (breakthrough),Viron (breakthrough),地球公司(突破),双动公司(突破),True,True,True,True,,False,gf4fab041b58d,Water Import From Europa,,43.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,ga42e71ccc6d9,rz,4,10,2021-12-17 21:00:12,74,2,1,Saturn Systems,,木星公司,,False,False,False,False,,False,ga42e71ccc6d9,Terraforming Ganymede,,32.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g3e2765d8bd98,顺,4,9,2021-12-25 21:25:42,108,2,1,Trade Navigator,Viron (breakthrough),霞之白嫖,双动公司(突破),True,True,True,True,,False,g3e2765d8bd98,Ganymede Colony,,32.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g18a8c9afb1ed,啦啦啦,4,8,2021-12-28 22:42:47,76,2,1,Teractor (breakthrough),,地球公司(突破),,True,False,False,False,,False,g18a8c9afb1ed,Terraforming Ganymede,,34.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g9ae86cdfca70,霞,4,10,2022-01-17 13:05:34,99,2,1,Helion (breakthrough),Cheung Shing MARS,热公司(突破),铁牌-2,True,False,True,True,,False,g9ae86cdfca70,Water Import From Europa,,31.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g1e3294ec4ca3,A,4,10,2022-01-24 17:21:48,99,2,1,Saturn Systems,,木星公司,,False,False,False,False,False,False,g1e3294ec4ca3,Io Mining Industries,0.0,52.0,4.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g33756c7317c5,亮,4,8,2022-01-26 12:02:31,76,2,1,Pobolog (breakthrough),Astrodrill,钛公司(未突破),天体钻井,True,False,True,True,False,False,g33756c7317c5,Ganymede Colony,0.0,40.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gc4cdb0c408a3,鱼,4,10,2022-02-10 16:09:50,100,2,1,Poseidon,,殖民公司,,False,False,False,False,False,False,gc4cdb0c408a3,Water Import From Europa,0.0,30.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g4344eea92db2,西瓜,4,9,2022-02-11 15:56:29,98,2,1,Thorgate (breakthrough),,电公司(突破),,True,False,False,False,False,False,g4344eea92db2,Terraforming Ganymede,0.0,36.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g65c26f511d20,zifei233,4,7,2022-02-11 18:50:33,121,2,1,StormCraft Incorporated (breakthrough),Astrodrill,木星云公司(突破),天体钻井,True,True,True,True,True,False,g65c26f511d20,Terraforming Ganymede,0.0,39.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,gac4ac0ebe0a7,傑克,4,10,2022-02-17 20:17:37,100,2,1,PhoboLog,,钛公司(未突破),,False,False,False,False,False,False,gac4ac0ebe0a7,Terraforming Ganymede,0.0,49.0,4.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g5edb50da8414,权,4,6,2022-02-19 00:57:35,85,2,1,CrediCor,Celestic (breakthrough),57公司,云公司(突破),True,True,True,True,False,False,g5edb50da8414,Terraforming Ganymede,0.0,32.0,3.0,宙斯再临,在6时代内同时打出所有全卡木星计分 (4/4)
,gaee3923028cb,Liyo,4,11,2022-03-05 02:31:26,105,2,1,Viron,,双动公司(未突破),,False,False,False,False,False,False,gaee3923028cb,Terraforming Ganymede,0.0,40.0,4.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g7527e706ef14,827717358,4,7,2021-06-17 12:16:27,83,3,1,Valley Trust (breakthrough),Teractor (breakthrough),前序公司(突破),地球公司(突破),True,True,True,True,,False,g7527e706ef14,Terraforming Ganymede,,33.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g25736b7e66bc,silkroad,4,10,2021-06-18 03:50:08,130,3,1,Aridor,Helion (breakthrough),标记钱产,热公司(突破),True,False,False,True,,False,g25736b7e66bc,Ganymede Colony,,24.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g772c41a30d60,无情的命运,4,8,2021-06-18 23:36:11,74,3,1,Poseidon,,殖民公司,,True,True,False,False,,False,g772c41a30d60,Water Import From Europa,,16.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g9d70ba3335e0,lxlx,4,7,2021-06-20 02:13:47,57,3,1,Cheung Shing MARS,,铁牌-2,,False,False,False,False,,False,g9d70ba3335e0,Water Import From Europa,,28.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,g940ab601cd44,木示,4,10,2021-06-24 19:22:59,135,3,1,Robinson Industries (breakthrough),Splice (breakthrough),鲁滨逊(突破),微生物公司(突破),True,True,True,True,,False,g940ab601cd44,Ganymede Colony,,50.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g13b09a73f7cf,延,4,9,2021-11-01 01:13:03,97,3,1,Aridor,Trade Navigator,标记钱产,霞之白嫖,True,True,True,True,,False,g13b09a73f7cf,Terraforming Ganymede,,38.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,gff7dd797f488,火神山,4,10,2021-11-06 00:03:37,96,3,1,Lakefront Resorts,,海公司,,False,False,False,False,,False,gff7dd797f488,Terraforming Ganymede,,34.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gb725a30b906f,Ryan,4,8,2021-11-23 11:42:43,73,3,1,Teractor (breakthrough),,地球公司(突破),,True,False,False,False,,False,gb725a30b906f,Terraforming Ganymede,,37.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g50c1ef684575,kriko,4,8,2021-12-30 19:58:12,105,3,1,Saturn Systems,Aphrodite (breakthrough),木星公司,金星植物(突破),True,True,True,True,,False,g50c1ef684575,Ganymede Colony,,42.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gaf762b1bda04,尼古,4,8,2022-01-01 01:18:15,103,3,1,Saturn Systems,CrediCor,木星公司,57公司,True,True,True,True,,False,gaf762b1bda04,Water Import From Europa,,28.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
